Age,Workclass,Education,Occupation,Marital Status,Relationship,Race,Sex,Native Country,Salary
*,*,HS-grad,Other,*,Married,*,*,*,87
*,*,Bachelors,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,43
*,*,9th,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Married,*,*,*,44
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,35
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,75
*,*,HS-grad,Nontechnical,*,Married,*,*,*,54
*,*,HS-grad,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Technical,*,Married,*,*,*,34
*,*,Some-college,Technical,*,Married,*,*,*,37
*,*,Masters,Technical,*,Married,*,*,*,46
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Married,*,*,*,56
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Technical,*,Married,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,99
*,*,Some-college,Other,*,Married,*,*,*,44
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,10th,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,Bachelors,Nontechnical,*,Married,*,*,*,50
*,*,10th,Technical,*,Married,*,*,*,41
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,54
*,*,Bachelors,Nontechnical,*,Married,*,*,*,29
*,*,Masters,Other,*,Married,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,91
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Prof-school,Technical,*,Married,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,54
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,48
*,*,10th,Technical,*,Unmarried,*,*,*,52
*,*,Prof-school,Technical,*,Married,*,*,*,71
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,*,*,Unmarried,*,*,*,28
*,*,11th,Other,*,Unmarried,*,*,*,30
*,*,Assoc-voc,Technical,*,Married,*,*,*,90
*,*,10th,Other,*,Unmarried,*,*,*,32
*,*,10th,*,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Married,*,*,*,49
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,37
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Married,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,7th-8th,Technical,*,Married,*,*,*,48
*,*,Bachelors,Technical,*,Married,*,*,*,71
*,*,Some-college,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Assoc-voc,Technical,*,Married,*,*,*,65
*,*,Doctorate,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Married,*,*,*,49
*,*,Some-college,Technical,*,Married,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,Bachelors,Nontechnical,*,Married,*,*,*,53
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Other,*,Married,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Technical,*,Unmarried,*,*,*,50
*,*,Assoc-voc,Technical,*,Married,*,*,*,41
*,*,HS-grad,*,*,Married,*,*,*,28
*,*,Some-college,Nontechnical,*,Married,*,*,*,89
*,*,9th,Other,*,Unmarried,*,*,*,28
*,*,Some-college,Other,*,Married,*,*,*,30
*,*,HS-grad,Nontechnical,*,Married,*,*,*,34
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,36
*,*,10th,Technical,*,Married,*,*,*,35
*,*,11th,Nontechnical,*,Unmarried,*,*,*,31
*,*,Some-college,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,Some-college,Technical,*,Married,*,*,*,39
*,*,Some-college,Nontechnical,*,Married,*,*,*,28
*,*,HS-grad,Other,*,Married,*,*,*,53
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,42
*,*,Prof-school,Nontechnical,*,Married,*,*,*,81
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,11th,Other,*,Unmarried,*,*,*,46
*,*,7th-8th,Other,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,11th,Other,*,Unmarried,*,*,*,31
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,Some-college,Nontechnical,*,Married,*,*,*,95
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,30
*,*,Bachelors,Nontechnical,*,Married,*,*,*,46
*,*,Masters,Nontechnical,*,Married,*,*,*,28
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,32
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Unmarried,*,*,*,31
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,Some-college,Other,*,Married,*,*,*,56
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,35
*,*,Some-college,Technical,*,Married,*,*,*,52
*,*,Bachelors,Technical,*,Married,*,*,*,96
*,*,11th,Technical,*,Married,*,*,*,43
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,49
*,*,HS-grad,*,*,Married,*,*,*,30
*,*,HS-grad,Technical,*,Unmarried,*,*,*,51
*,*,5th-6th,Technical,*,Married,*,*,*,52
*,*,9th,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,98
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,9th,Technical,*,Married,*,*,*,50
*,*,Bachelors,*,*,Married,*,*,*,56
*,*,HS-grad,Technical,*,Married,*,*,*,62
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,Some-college,Other,*,Unmarried,*,*,*,32
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,28
*,*,HS-grad,Technical,*,Unmarried,*,*,*,38
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Married,*,*,*,41
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,26
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,Doctorate,Technical,*,Married,*,*,*,46
*,*,Some-college,Nontechnical,*,Married,*,*,*,39
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,HS-grad,*,*,Married,*,*,*,44
*,*,Some-college,Technical,*,Married,*,*,*,40
*,*,9th,Other,*,Married,*,*,*,46
*,*,Some-college,Technical,*,Unmarried,*,*,*,37
*,*,Some-college,*,*,Unmarried,*,*,*,38
*,*,HS-grad,Nontechnical,*,Married,*,*,*,46
*,*,Assoc-acdm,Other,*,Married,*,*,*,71
*,*,Bachelors,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Married,*,*,*,47
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,87
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,47
*,*,Assoc-acdm,*,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,Bachelors,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,12th,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,33
*,*,Bachelors,Other,*,Unmarried,*,*,*,39
*,*,9th,Nontechnical,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,Masters,Nontechnical,*,Married,*,*,*,98
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,42
*,*,HS-grad,Nontechnical,*,Married,*,*,*,51
*,*,9th,Other,*,Unmarried,*,*,*,28
*,*,7th-8th,Other,*,Married,*,*,*,36
*,*,12th,Nontechnical,*,Married,*,*,*,40
*,*,11th,Technical,*,Unmarried,*,*,*,40
*,*,11th,Other,*,Unmarried,*,*,*,27
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Assoc-voc,Technical,*,Married,*,*,*,35
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Prof-school,Technical,*,Married,*,*,*,76
*,*,HS-grad,*,*,Unmarried,*,*,*,30
*,*,HS-grad,*,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,57
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,34
*,*,HS-grad,*,*,Married,*,*,*,45
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,10th,Nontechnical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,12th,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,39
*,*,Bachelors,Technical,*,Unmarried,*,*,*,76
*,*,HS-grad,Nontechnical,*,Married,*,*,*,44
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,Bachelors,*,*,Married,*,*,*,53
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,30
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,34
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,11th,Technical,*,Unmarried,*,*,*,41
*,*,Assoc-voc,*,*,Unmarried,*,*,*,29
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,53
*,*,Some-college,Nontechnical,*,Married,*,*,*,71
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Unmarried,*,*,*,39
*,*,9th,Nontechnical,*,Married,*,*,*,36
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Married,*,*,*,46
*,*,12th,Technical,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,34
*,*,Bachelors,Technical,*,Married,*,*,*,94
*,*,Bachelors,Nontechnical,*,Married,*,*,*,66
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,41
*,*,10th,Technical,*,Married,*,*,*,37
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,63
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,45
*,*,11th,Technical,*,Married,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,38
*,*,Assoc-voc,Technical,*,Married,*,*,*,57
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,49
*,*,5th-6th,Technical,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,Some-college,Other,*,Married,*,*,*,89
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Other,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Married,*,*,*,55
*,*,11th,Nontechnical,*,Unmarried,*,*,*,44
*,*,Some-college,Nontechnical,*,Married,*,*,*,54
*,*,Doctorate,Technical,*,Married,*,*,*,94
*,*,Some-college,*,*,Unmarried,*,*,*,31
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Married,*,*,*,52
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Other,*,Married,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Unmarried,*,*,*,50
*,*,HS-grad,Other,*,Married,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Married,*,*,*,54
*,*,HS-grad,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,58
*,*,HS-grad,Technical,*,Unmarried,*,*,*,33
*,*,10th,Technical,*,Married,*,*,*,45
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,Assoc-acdm,Technical,*,Married,*,*,*,64
*,*,Masters,Technical,*,Married,*,*,*,48
*,*,Some-college,Other,*,Married,*,*,*,66
*,*,Some-college,Technical,*,Unmarried,*,*,*,41
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,37
*,*,Masters,Nontechnical,*,Married,*,*,*,63
*,*,9th,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,93
*,*,12th,Other,*,Married,*,*,*,46
*,*,7th-8th,Technical,*,Unmarried,*,*,*,36
*,*,Some-college,Nontechnical,*,Married,*,*,*,79
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,Bachelors,Nontechnical,*,Married,*,*,*,43
*,*,Some-college,Nontechnical,*,Married,*,*,*,44
*,*,5th-6th,Technical,*,Married,*,*,*,48
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Nontechnical,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,36
*,*,HS-grad,Technical,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,43
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,12th,Nontechnical,*,Married,*,*,*,54
*,*,10th,Technical,*,Married,*,*,*,36
*,*,Some-college,Technical,*,Married,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,45
*,*,HS-grad,Technical,*,Unmarried,*,*,*,34
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,Prof-school,Technical,*,Married,*,*,*,55
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,Masters,Technical,*,Married,*,*,*,47
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,49
*,*,HS-grad,Nontechnical,*,Married,*,*,*,39
*,*,Assoc-voc,Technical,*,Married,*,*,*,69
*,*,HS-grad,Other,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,11th,Other,*,Married,*,*,*,30
*,*,HS-grad,Other,*,Married,*,*,*,34
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,44
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,45
*,*,11th,Nontechnical,*,Married,*,*,*,59
*,*,Some-college,Other,*,Married,*,*,*,41
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Technical,*,Married,*,*,*,52
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,11th,*,*,Unmarried,*,*,*,45
*,*,12th,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Married,*,*,*,35
*,*,Some-college,Other,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,Masters,Nontechnical,*,Married,*,*,*,61
*,*,HS-grad,*,*,Unmarried,*,*,*,30
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Nontechnical,*,Married,*,*,*,46
*,*,HS-grad,Nontechnical,*,Married,*,*,*,34
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Other,*,Married,*,*,*,43
*,*,Some-college,Other,*,Married,*,*,*,51
*,*,HS-grad,Other,*,Married,*,*,*,44
*,*,10th,Other,*,Unmarried,*,*,*,39
*,*,Bachelors,Technical,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Married,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,9th,Technical,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,10th,Nontechnical,*,Unmarried,*,*,*,43
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,*,*,Unmarried,*,*,*,32
*,*,Some-college,Other,*,Unmarried,*,*,*,32
*,*,Bachelors,Technical,*,Unmarried,*,*,*,34
*,*,Some-college,*,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,10th,Technical,*,Married,*,*,*,45
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,5th-6th,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,28
*,*,9th,Other,*,Unmarried,*,*,*,36
*,*,Some-college,Technical,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,Masters,Technical,*,Married,*,*,*,97
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,31
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,Some-college,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,11th,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Married,*,*,*,49
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Married,*,*,*,82
*,*,Bachelors,Other,*,Unmarried,*,*,*,42
*,*,9th,Other,*,Unmarried,*,*,*,40
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,47
*,*,11th,Technical,*,Unmarried,*,*,*,52
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,57
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Prof-school,Technical,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,27
*,*,Some-college,Nontechnical,*,Married,*,*,*,42
*,*,10th,Other,*,Unmarried,*,*,*,27
*,*,HS-grad,Nontechnical,*,Married,*,*,*,33
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,HS-grad,Technical,*,Unmarried,*,*,*,43
*,*,10th,Other,*,Married,*,*,*,40
*,*,Some-college,Other,*,Married,*,*,*,39
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,44
*,*,Some-college,Technical,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,49
*,*,Masters,*,*,Married,*,*,*,30
*,*,HS-grad,Technical,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Married,*,*,*,45
*,*,Prof-school,Technical,*,Unmarried,*,*,*,95
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,45
*,*,10th,Nontechnical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,27
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,46
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,*,*,Married,*,*,*,30
*,*,HS-grad,Nontechnical,*,Married,*,*,*,34
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,41
*,*,Bachelors,Nontechnical,*,Married,*,*,*,104
*,*,10th,Nontechnical,*,Unmarried,*,*,*,43
*,*,11th,Other,*,Unmarried,*,*,*,32
*,*,Masters,Nontechnical,*,Married,*,*,*,82
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Prof-school,Technical,*,Married,*,*,*,74
*,*,HS-grad,Nontechnical,*,Married,*,*,*,39
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,33
*,*,Bachelors,Nontechnical,*,Married,*,*,*,79
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,44
*,*,Some-college,Technical,*,Unmarried,*,*,*,41
*,*,Some-college,Nontechnical,*,Married,*,*,*,36
*,*,Bachelors,Other,*,Unmarried,*,*,*,49
*,*,7th-8th,Nontechnical,*,Unmarried,*,*,*,44
*,*,Some-college,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Some-college,Other,*,Married,*,*,*,54
*,*,HS-grad,Nontechnical,*,Married,*,*,*,53
*,*,Bachelors,Other,*,Unmarried,*,*,*,95
*,*,Some-college,Other,*,Unmarried,*,*,*,32
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,35
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,34
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,76
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,10th,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,Assoc-acdm,Technical,*,Married,*,*,*,39
*,*,Some-college,Technical,*,Married,*,*,*,36
*,*,5th-6th,Nontechnical,*,Married,*,*,*,40
*,*,7th-8th,Technical,*,Unmarried,*,*,*,45
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,43
*,*,Some-college,*,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,82
*,*,Some-college,Nontechnical,*,Married,*,*,*,40
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,Some-college,Other,*,Married,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,69
*,*,Bachelors,Nontechnical,*,Married,*,*,*,50
*,*,1st-4th,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,11th,Other,*,Unmarried,*,*,*,39
*,*,Bachelors,Technical,*,Unmarried,*,*,*,38
*,*,Some-college,Nontechnical,*,Married,*,*,*,40
*,*,Masters,Technical,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,69
*,*,Some-college,Other,*,Unmarried,*,*,*,26
*,*,HS-grad,Technical,*,Married,*,*,*,37
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,Bachelors,Nontechnical,*,Married,*,*,*,39
*,*,Some-college,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Married,*,*,*,37
*,*,10th,Other,*,Married,*,*,*,41
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,Bachelors,Other,*,Unmarried,*,*,*,34
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Married,*,*,*,46
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,65
*,*,HS-grad,Nontechnical,*,Married,*,*,*,37
*,*,Masters,Technical,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,41
*,*,12th,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Nontechnical,*,Married,*,*,*,75
*,*,Bachelors,Technical,*,Married,*,*,*,50
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Married,*,*,*,36
*,*,Prof-school,Technical,*,Married,*,*,*,93
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Bachelors,Other,*,Unmarried,*,*,*,32
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Nontechnical,*,Married,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,81
*,*,Some-college,Other,*,Married,*,*,*,50
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,Prof-school,Technical,*,Married,*,*,*,65
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Masters,Technical,*,Married,*,*,*,53
*,*,HS-grad,Other,*,Unmarried,*,*,*,34
*,*,HS-grad,Other,*,Married,*,*,*,54
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,29
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,47
*,*,12th,Technical,*,Married,*,*,*,51
*,*,HS-grad,Nontechnical,*,Married,*,*,*,72
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,30
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,1st-4th,Technical,*,Married,*,*,*,47
