Age,Workclass,Education,Maritalstatus,Occupation,Race,Sex,Nativecountry,Income
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,46
35,Private,HS-grad,Never-married,Sales,White,Male,United-States,37
44,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,30
41,Private,Assoc-voc,Married-civ-spouse,Sales,White,Male,United-States,37
36,Local-gov,Bachelors,Divorced,Prof-specialty,White,Male,United-States,58
26,Private,Bachelors,Divorced,Other-service,White,Female,United-States,49
48,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,United-States,44
21,Private,HS-grad,Never-married,Other-service,White,Female,United-States,40
39,Private,Prof-school,Married-civ-spouse,Craft-repair,White,Male,United-States,73
38,Private,Assoc-voc,Divorced,Prof-specialty,White,Female,United-States,32
44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,70
56,Private,10th,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,Japan,73
25,Private,9th,Never-married,Transport-moving,White,Male,United-States,73
32,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,United-States,64
47,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,67
26,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,37
31,Private,Bachelors,Never-married,Prof-specialty,Black,Female,United-States,71
23,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,53
41,Federal-gov,Some-college,Divorced,Prof-specialty,White,Female,United-States,52
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Black,Male,United-States,73
23,Private,Some-college,Divorced,Exec-managerial,White,Female,United-States,52
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,United-States,63
42,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,66
29,Private,Some-college,Never-married,Prof-specialty,White,Male,United-States,71
48,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,71
36,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,31
52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,35
46,Private,Assoc-voc,Divorced,Craft-repair,White,Male,United-States,71
34,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,32
27,State-gov,Assoc-acdm,Never-married,Adm-clerical,White,Female,Germany,51
18,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,United-States,36
18,Private,Some-college,Never-married,Other-service,White,Female,United-States,60
42,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,United-States,49
36,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,77
52,Self-emp-inc,Prof-school,Married-civ-spouse,Sales,White,Male,United-States,32
44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,55
53,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,39
36,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,48
27,Private,Bachelors,Never-married,Tech-support,Asian-Pac-Islander,Male,United-States,76
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,35
60,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,53
41,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,United-States,56
64,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,60
25,Private,1st-4th,Never-married,Other-service,White,Male,El-Salvador,33
63,Private,7th-8th,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,South,43
54,Local-gov,Assoc-voc,Divorced,Craft-repair,White,Male,United-States,70
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,68
27,Private,Bachelors,Never-married,Adm-clerical,White,Male,Poland,37
63,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,White,Male,United-States,28
37,Private,HS-grad,Divorced,Other-service,White,Female,United-States,57
22,Private,HS-grad,Never-married,Transport-moving,White,Male,United-States,58
54,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,United-States,68
54,Private,10th,Divorced,Other-service,White,Female,United-States,45
60,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,54
19,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,52
25,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,United-States,46
51,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,61
47,Federal-gov,HS-grad,Never-married,Exec-managerial,White,Female,United-States,59
44,Self-emp-not-inc,10th,Never-married,Craft-repair,White,Male,United-States,28
57,Private,HS-grad,Widowed,Prof-specialty,White,Female,United-States,44
22,Private,Some-college,Never-married,Sales,White,Male,United-States,63
36,State-gov,Some-college,Divorced,Other-service,Black,Female,United-States,68
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,42
49,Private,Doctorate,Married-civ-spouse,Prof-specialty,Other,Male,United-States,34
41,Private,HS-grad,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,China,32
35,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,27
40,Self-emp-inc,Assoc-acdm,Divorced,Sales,White,Female,United-States,74
30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,27
25,Private,HS-grad,Never-married,Sales,White,Male,United-States,29
25,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,United-States,38
37,Private,Masters,Married-civ-spouse,Adm-clerical,White,Male,United-States,58
53,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Male,United-States,58
34,Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,White,Female,United-States,53
18,Private,HS-grad,Never-married,Sales,White,Female,United-States,50
45,Private,HS-grad,Divorced,Sales,Black,Male,United-States,60
19,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,35
33,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,68
45,State-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,52
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,46
40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,53
41,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,United-States,54
25,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,28
22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,65
52,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,58
45,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,Puerto-Rico,66
32,State-gov,Doctorate,Never-married,Prof-specialty,White,Female,United-States,26
26,Private,Bachelors,Never-married,Transport-moving,White,Male,United-States,33
24,Private,Some-college,Divorced,Other-service,Black,Male,United-States,72
37,Private,HS-grad,Divorced,Machine-op-inspct,Black,Female,United-States,48
49,Private,HS-grad,Divorced,Other-service,White,Female,United-States,44
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,33
35,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,United-States,52
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,29
17,Private,11th,Never-married,Sales,White,Male,United-States,71
48,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,33
26,Private,Some-college,Never-married,Adm-clerical,White,Male,United-States,53
35,Private,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines,46
21,Private,Some-college,Never-married,Sales,White,Female,United-States,38
54,Private,10th,Divorced,Other-service,White,Male,United-States,72
40,Private,Bachelors,Divorced,Adm-clerical,Black,Female,United-States,38
51,Private,Some-college,Separated,Exec-managerial,Black,Female,United-States,39
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Black,Female,United-States,55
22,Private,Some-college,Never-married,Sales,White,Male,United-States,48
20,Private,HS-grad,Never-married,Farming-fishing,White,Male,United-States,73
21,Private,11th,Never-married,Farming-fishing,White,Male,United-States,32
21,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,54
43,Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,57
36,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,55
65,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,60
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,68
37,Private,Masters,Separated,Exec-managerial,White,Male,Iran,49
20,Private,12th,Never-married,Machine-op-inspct,White,Male,United-States,44
41,State-gov,HS-grad,Divorced,Exec-managerial,White,Female,United-States,63
55,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,United-States,46
39,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,United-States,63
41,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,United-States,45
80,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,28
59,State-gov,10th,Married-civ-spouse,Farming-fishing,White,Male,United-States,52
52,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,51
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,69
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Prof-specialty,Black,Male,United-States,45
69,Local-gov,HS-grad,Widowed,Adm-clerical,Black,Female,United-States,45
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,41
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
28,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,56
49,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,50
51,Local-gov,HS-grad,Married-spouse-absent,Handlers-cleaners,White,Male,United-States,66
42,Private,Some-college,Divorced,Other-service,White,Female,United-States,66
66,Private,HS-grad,Widowed,Adm-clerical,White,Female,United-States,66
44,Private,Assoc-voc,Separated,Craft-repair,White,Male,United-States,43
26,Private,HS-grad,Divorced,Sales,White,Male,United-States,48
43,Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,49
28,Private,10th,Never-married,Machine-op-inspct,White,Female,United-States,32
17,Private,11th,Never-married,Sales,White,Female,United-States,26
52,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,74
24,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,75
65,Private,Some-college,Widowed,Sales,White,Female,United-States,29
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,41
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,36
43,Private,Some-college,Married-spouse-absent,Sales,White,Male,Mexico,41
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,England,53
48,Private,11th,Married-civ-spouse,Transport-moving,White,Male,United-States,76
50,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,United-States,55
21,Private,Some-college,Never-married,Other-service,White,Male,United-States,50
36,Private,HS-grad,Never-married,Other-service,Black,Female,United-States,63
33,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,Haiti,60
50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,67
49,State-gov,Masters,Married-civ-spouse,Sales,White,Male,United-States,28
70,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,United-States,76
39,Private,HS-grad,Divorced,Transport-moving,White,Male,United-States,42
44,Private,Some-college,Divorced,Prof-specialty,White,Female,United-States,52
32,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,United-States,63
40,Private,9th,Never-married,Craft-repair,Black,Male,United-States,38
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,United-States,76
40,Private,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,Japan,44
47,Private,11th,Divorced,Craft-repair,White,Male,United-States,29
19,Private,HS-grad,Never-married,Adm-clerical,White,Male,United-States,64
22,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,58
20,Private,Some-college,Never-married,Protective-serv,White,Female,United-States,74
46,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,United-States,46
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,41
17,Private,10th,Never-married,Prof-specialty,Other,Female,United-States,63
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,31
28,Private,HS-grad,Separated,Craft-repair,White,Male,United-States,57
24,Private,HS-grad,Never-married,Other-service,White,Male,United-States,32
33,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,31
44,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,77
26,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Black,Female,United-States,61
47,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,White,Male,United-States,63
24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,73
58,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,United-States,26
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,61
38,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,White,Male,United-States,31
21,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,36
33,Private,Some-college,Never-married,Exec-managerial,White,Male,United-States,29
40,Private,10th,Divorced,Machine-op-inspct,White,Female,United-States,57
47,Local-gov,HS-grad,Divorced,Exec-managerial,White,Female,United-States,53
41,Private,Bachelors,Divorced,Exec-managerial,Black,Female,United-States,47
38,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,United-States,64
50,Private,7th-8th,Divorced,Other-service,White,Female,United-States,43
45,Private,HS-grad,Married-spouse-absent,Farming-fishing,Black,Male,United-States,60
33,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,51
34,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,White,Male,United-States,77
65,Private,Masters,Divorced,Sales,White,Male,United-States,68
24,Private,11th,Never-married,Transport-moving,White,Male,United-States,30
26,Private,Bachelors,Never-married,Machine-op-inspct,White,Male,United-States,40
55,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,47
66,Private,Bachelors,Divorced,Prof-specialty,White,Female,Cuba,53
43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,66
37,Private,Bachelors,Never-married,Adm-clerical,Black,Female,United-States,40
22,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,63
21,Private,11th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,67
27,Private,Masters,Never-married,Machine-op-inspct,White,Female,United-States,70
48,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,43
24,Private,Bachelors,Never-married,Prof-specialty,White,Female,United-States,69
53,Local-gov,HS-grad,Widowed,Other-service,White,Female,United-States,33
26,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Poland,27
60,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,27
21,Private,Some-college,Never-married,Other-service,White,Female,United-States,65
39,Private,5th-6th,Married-civ-spouse,Other-service,White,Male,Mexico,58
45,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,44
76,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,58
19,Private,Some-college,Never-married,Other-service,White,Female,United-States,44
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Black,Male,Jamaica,29
54,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,48
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,45
44,Local-gov,7th-8th,Divorced,Handlers-cleaners,White,Male,United-States,51
27,Private,Some-college,Divorced,Adm-clerical,Black,Female,United-States,77
23,Private,12th,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,United-States,75
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,58
41,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,65
21,State-gov,Some-college,Never-married,Adm-clerical,White,Female,United-States,70
37,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,England,29
63,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,United-States,75
35,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,32
41,Private,Some-college,Never-married,Farming-fishing,White,Male,United-States,73
50,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Asian-Pac-Islander,Female,Vietnam,56
26,Self-emp-inc,HS-grad,Never-married,Sales,White,Male,United-States,72
36,Local-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,United-States,28
47,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,Scotland,75
51,Private,Some-college,Divorced,Exec-managerial,Black,Female,United-States,74
41,Private,HS-grad,Divorced,Adm-clerical,Other,Female,United-States,41
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,United-States,60
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,43
37,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,33
40,Self-emp-inc,Bachelors,Divorced,Exec-managerial,White,Male,United-States,71
56,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,39
50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,71
28,Private,9th,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,38
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,33
19,Self-emp-not-inc,11th,Never-married,Adm-clerical,White,Female,United-States,49
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,56
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Female,United-States,48
47,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,United-States,63
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,34
61,Private,11th,Married-civ-spouse,Other-service,White,Male,United-States,48
21,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,75
26,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,54
58,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,72
35,Private,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,Philippines,63
35,Private,Assoc-voc,Never-married,Adm-clerical,Black,Female,United-States,37
29,Local-gov,Assoc-acdm,Never-married,Adm-clerical,White,Male,United-States,77
40,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,62
33,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,60
38,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,White,Male,United-States,55
50,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,White,Male,United-States,62
66,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,United-States,38
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,77
33,Private,11th,Never-married,Sales,White,Female,United-States,74
55,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,62
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,69
36,Private,Assoc-acdm,Never-married,Craft-repair,White,Male,United-States,55
30,Private,HS-grad,Divorced,Other-service,White,Female,United-States,52
29,Private,12th,Never-married,Exec-managerial,White,Male,England,26
24,Private,HS-grad,Separated,Sales,White,Female,United-States,28
42,Self-emp-not-inc,Some-college,Separated,Other-service,Black,Female,United-States,26
26,Private,HS-grad,Separated,Exec-managerial,White,Female,United-States,54
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,69
27,Private,5th-6th,Never-married,Farming-fishing,White,Male,Guatemala,46
26,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,37
23,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,43
60,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,United-States,45
49,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Female,United-States,64
46,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,27
21,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,United-States,47
48,Self-emp-not-inc,Prof-school,Married-civ-spouse,Craft-repair,White,Male,United-States,76
70,Self-emp-inc,9th,Divorced,Sales,White,Male,United-States,71
44,Local-gov,Masters,Never-married,Prof-specialty,White,Female,United-States,60
58,Private,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,58
41,Private,Assoc-acdm,Divorced,Exec-managerial,Black,Female,Jamaica,42
54,Private,7th-8th,Divorced,Machine-op-inspct,White,Female,United-States,54
42,Self-emp-inc,Masters,Divorced,Exec-managerial,Asian-Pac-Islander,Male,India,28
28,Private,10th,Divorced,Handlers-cleaners,White,Male,United-States,43
65,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,68
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,Ireland,46
82,Private,5th-6th,Widowed,Other-service,White,Male,United-States,39
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,United-States,42
44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Japan,69
68,Private,Masters,Never-married,Adm-clerical,White,Female,United-States,60
42,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,58
24,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,71
54,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Black,Male,United-States,42
22,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,72
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,46
17,Private,9th,Never-married,Other-service,White,Female,United-States,43
46,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,White,Male,United-States,41
59,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,United-States,30
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,63
57,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,51
31,Private,HS-grad,Never-married,Sales,Black,Female,United-States,32
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,36
17,Private,12th,Never-married,Other-service,White,Female,United-States,41
63,Private,Preschool,Married-civ-spouse,Prof-specialty,Other,Male,Mexico,52
44,Private,Prof-school,Divorced,Prof-specialty,White,Male,United-States,34
30,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,36
23,Private,Some-college,Never-married,Prof-specialty,White,Male,United-States,38
44,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,35
24,Private,Some-college,Never-married,Sales,White,Female,United-States,36
34,Private,Some-college,Never-married,Handlers-cleaners,White,Male,United-States,42
37,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,46
24,Private,11th,Never-married,Machine-op-inspct,White,Female,United-States,75
32,Private,HS-grad,Divorced,Machine-op-inspct,Black,Female,United-States,69
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,Jamaica,38
20,Private,Some-college,Never-married,Other-service,White,Female,United-States,34
34,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,Male,United-States,30
37,Private,Some-college,Never-married,Transport-moving,White,Female,Puerto-Rico,38
47,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Female,United-States,37
25,Private,9th,Never-married,Farming-fishing,White,Male,Mexico,41
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,47
60,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,68
64,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,73
32,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,United-States,28
33,State-gov,10th,Married-civ-spouse,Other-service,White,Male,United-States,30
71,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,46
55,Local-gov,Some-college,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,United-States,49
85,Self-emp-not-inc,HS-grad,Widowed,Sales,White,Female,United-States,77
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,India,33
25,Private,Some-college,Never-married,Craft-repair,White,Male,United-States,28
58,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,63
57,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,39
30,Private,Assoc-voc,Divorced,Prof-specialty,White,Female,United-States,37
19,Private,11th,Divorced,Sales,White,Female,United-States,73
40,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,United-States,69
28,Private,HS-grad,Never-married,Protective-serv,Amer-Indian-Eskimo,Female,United-States,48
43,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,71
19,Private,HS-grad,Never-married,Other-service,White,Female,United-States,65
24,Private,HS-grad,Never-married,Exec-managerial,White,Male,United-States,38
34,Private,Bachelors,Never-married,Sales,White,Male,United-States,71
22,Private,HS-grad,Never-married,Other-service,White,Female,United-States,58
64,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,Male,United-States,29
26,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,29
80,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,United-States,55
79,Local-gov,Doctorate,Widowed,Prof-specialty,White,Female,United-States,71
58,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,33
43,Private,Bachelors,Divorced,Tech-support,White,Male,United-States,71
43,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,71
46,Private,HS-grad,Divorced,Other-service,White,Male,United-States,51
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,United-States,39
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,59
52,Local-gov,Masters,Divorced,Exec-managerial,White,Female,United-States,30
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,United-States,34
68,Private,Some-college,Widowed,Exec-managerial,White,Female,United-States,72
34,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,65
37,Private,Bachelors,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Cambodia,55
22,Private,HS-grad,Never-married,Sales,Black,Female,United-States,59
32,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,46
65,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,29
28,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,34
40,Self-emp-inc,Bachelors,Never-married,Prof-specialty,White,Female,United-States,46
40,Private,11th,Never-married,Other-service,White,Male,United-States,77
52,Private,HS-grad,Separated,Other-service,White,Female,United-States,44
35,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,36
62,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,White,Male,United-States,62
49,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,60
49,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,United-States,28
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,58
45,Private,HS-grad,Separated,Exec-managerial,White,Female,United-States,75
37,Private,1st-4th,Married-spouse-absent,Farming-fishing,White,Male,Mexico,34
36,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,United-States,29
36,Private,10th,Married-civ-spouse,Craft-repair,White,Male,Mexico,42
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,51
51,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,69
25,State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,35
28,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,United-States,57
57,Private,HS-grad,Widowed,Sales,White,Female,United-States,41
